main_category,title,average_rating,rating_number,features,description,price,store,categories,details,parent_asin
Musical Instruments,Sennheiser HD 205-II Studio Grade DJ Headphones (Black/Grey),4.1,1990,"[""Best rotatable ear cups for DJ's"", 'Earpads are field replaceable and easy to clean', 'Smooth audio reproduction with deep bass', 'Rotable padded ear cup for comforatable single ear listening', 'Perfect for DJ or studio use', 'Outstanding shielding of ambient noise', 'Rugged construction takes a beating on the road', 'Includes protective storage pouch for safe transport']","[""Studio-grade, detailed audio with incredible reproduction of frequencies high to low; Sennheiser's HD205 II headphones offer brilliant shielding of ambient noise to keep out unwanted distraction from your listening experience. Featuring a rotatable ear cup, comfortable earpad connection and single-sided cable; the HD205 headphones are pro-level option for both DJ's and home recording. Sennheiser HD205 II Features Rotatable padded ear-cup for comfortable, single-ear listening Perfect for DJ or studio use Outstanding shielding of ambient noise Hypo-allergenic earpads are field-replaceable and easy to clean Rugged construction takes a beating on the road Dynamic, smooth audio reproduction with deep bass extension Protective pouch and 1/4 inch adapter included Built-tough with a 2 YEAR warranty. Unlike competitive models, the earcup rotates while maintaining earpad contact on your head for stability and comfort without leaking noise into adjacent microphones. The HD205 II comes with a convenient protective pouch and locking 1/4 inch adapter for storage and transportation. AmericanMusical is an authorized dealer of Sennheiser products.""]",74.95,Sennheiser Consumer Audio,"['Musical Instruments', 'Electronic Music, DJ & Karaoke', 'DJ Equipment', 'DJ Headphones']","{""Item Weight"": ""206 Grams"", ""Product Dimensions"": ""10 x 4 x 9 inches"", ""Item model number"": ""504292"", ""Best Sellers Rank"": {""Musical Instruments"": 46560, ""DJ Headphones"": 49}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""April 9, 2007"", ""Color Name"": ""Black"", ""Connector Type"": ""3.5mm Jack"", ""Size"": ""2.3"", ""Color Screen"": ""No"", ""Number Of Items"": ""1"", ""Brand"": ""Sennheiser Consumer Audio"", ""Model Name"": ""DJ-Style; Noise-Cancelling-Feature"", ""Color"": ""Black"", ""Form Factor"": ""Over Ear"", ""Connectivity Technology"": ""Wired""}",B003LPTAZ2
Musical Instruments,Rosin Violin Rosin Bow Music Instrument Universal Natural Low Dust Rosin (4P-Red),4.6,1989,"['🎻【LOW DUST】 ┅ This is a LOW DUST rosin that does not cause the performer to feel uncomfortable during performance. Reduce harm to human body', '🎻【STRONG ADHESION】 ┅ Strong adhesion of cello rosin, can improve the sensitivity of the instrument', '🎻【GOOD FORMULA】 ┅ Violin rosin friction, can slightly improve the volume of the violin', '🎻【UNIVERSAL】 ┅ Handmade rosin.Designed for violin, viola, cello', '🎻【PERFECT AFTER-SALES】┅ Comes with a lifetime warranty.If you have any problems ,please feel free to contact us.']","['┅ This is a LOW DUST violin rosin that does not cause the performer to feel uncomfortable during performance. Reduce harm to human body  ┅ Strong adhesion of cello rosin, can improve the sensitivity of the instrument ┅ Handmade rosin.Designed for violin, viola, cello  ┅ Is a lot of musician recommended products  ┅ The viola rosin is contained in a plastic channel for easy grip and application.   ┅ The Rosin is a softer option that is ideal for bowed instruments in cooler and drier climates.']",5.98,WOGOD,"['Musical Instruments', 'Instrument Accessories', 'Orchestral Strings Accessories & Parts', 'Rosin', 'Violin']","{""Item Weight"": ""3.31 ounces"", ""Package Dimensions"": ""4.09 x 2.83 x 0.79 inches"", ""Best Sellers Rank"": {""Musical Instruments"": 1933, ""Violin Rosin"": 10}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""May 6, 2018"", ""Color Name"": ""4 Pack - Red Rosin"", ""Number of Strings"": ""4"", ""Brand"": ""WOGOD"", ""Color"": ""4 Pack - Red Rosin"", ""Instrument"": ""Cello, Violin"", ""Operation Mode"": ""Manual""}",B0BP78F7CC
Musical Instruments,MusicNomad MN207 Premium Instrument Work Mat & Cradle Cube Neck Support,4.8,1989,"['Safe and sturdy system for repair and maintenance on your guitar, bass, banjo, mandolin, ukulele, violin, and other stringed instruments', 'Neck cradle has five angles and heights for a custom fit for any instrument', 'Large 36-inch x 17-inch work mat features high-performance, textured, anti-slip surface to improve traction', 'TPE mat material is safe on all instrument finishes and contains no rubber, PVC, lead, latex, dioxins, or chloride']","['MusicNomad’s Premium Work Mat and 5-in-1 Cradle Cube neck support will help you do repairs and maintenance on your string instrument safely and securely. Laying your instrument on a towel or directly on a hard surface may cause it to become damaged, but the large, high-performance work mat is made specifically for musical instruments. Developed using a special TPE material that is safe on all finishes, the work mat is odorless and contains no rubber, PVC, lead, latex, dioxins, or chloride. The specially designed, textured, anti-slip surface provides traction while you work, and is durable yet soft to help avoid scratching your prized instrument. The Cradle Cube neck support features five varying heights and angles, providing the perfect companion to the work mat for doing repairs and maintenance. Made of an innovative gel material, the Cradle Cube gently yet fully supports either side of the neck. MusicNomad has developed a better way to work on your musical instrument']",35.99,MusicNomad,"['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Cleaning & Care']","{""Item Weight"": ""1.31 pounds"", ""Product Dimensions"": ""4\""L x 4\""W x 24.5\""Th"", ""Country of Origin"": ""China"", ""Item model number"": ""MN207"", ""Best Sellers Rank"": {""Musical Instruments"": 1099, ""Guitar Cleaning & Care Products"": 14}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""November 23, 2015"", ""Color Name"": ""Black"", ""Material Type"": ""Thermoplastic Elastomers"", ""Color"": ""Black"", ""Brand"": ""MusicNomad"", ""Material"": ""Thermoplastic Elastomers"", ""Product Care Instructions"": ""Hand Wash Only""}",B08T2DMFKD
Musical Instruments,"Korg TM50BK Instrument Tuner and Metronome, Black",4.6,1988,"['Product Code: TM50BK', 'Tuner and metronome can be used simultaneously or independently', 'Newly designed highly responsive LCD needle-type meter', '2 AAA Batteries Required (not included, best with Polaroid AAA Batteries)']",['Brand: Korg'],None,Korg,"['Musical Instruments', 'Instrument Accessories', 'General Accessories', 'Metronomes']","{""Item Weight"": ""4.8 ounces"", ""Product Dimensions"": ""2 x 2 x 2 inches"", ""Item model number"": ""TM50BK"", ""Batteries"": ""2 AAA batteries required."", ""Best Sellers Rank"": {""Musical Instruments"": 38156, ""Metronomes"": 113}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""August 16, 2012"", ""Color Name"": ""Black"", ""Battery type"": ""Lead Acid"", ""Standing screen display size"": ""2.25""}",B01LVXOO61
Musical Instruments,"Stagg 20ft. S-Series, phone-plug/phone-plug, standard Instrument cable",4.5,1987,"['Package Dimensions: 26.1 H x 2.4 L x 9.1 W (centimetres)', 'Package Weight: 0.300 kilograms', 'ROHS compliant', 'Country of Origin : China']","['Stagg 20ft. S-Series, phone-plug/phone-plug, standard Instrument cable We provide the best quality products to our customers.']",10.99,Stagg,"['Musical Instruments', 'Live Sound & Stage', 'Stage & Studio Cables', 'Instrument Cables']","{""Brand"": ""Stagg"", ""Connector Type"": ""Jack"", ""Compatible Devices"": ""Musical Instrument"", ""Color"": ""Black"", ""Connector Gender"": ""Male-to-Male"", ""Shape"": ""Round"", ""Unit Count"": ""81.2 Fl Oz"", ""Item Weight"": ""6.4 ounces"", ""Specification Met"": ""RoHS"", ""Indoor/Outdoor Usage"": ""Outdoor, Indoor"", ""Number of Items"": ""1"", ""Product Dimensions"": ""10 x 6 x 3 inches"", ""Item model number"": ""SGC6"", ""Best Sellers Rank"": {""Musical Instruments"": 159927, ""Instrument Cables"": 3211}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""May 2, 2011"", ""Color Name"": ""Black"", ""Size"": ""6m"", ""Standing screen display size"": ""6 Inches""}",B07ZTQ6F3F
Musical Instruments,"GIFTMIC Kids Microphone for Singing, Wireless Bluetooth Karaoke Microphone for Adults, Portable Handheld Karaoke Machine, Toys for Boys and Girls Gift for Birthday Party (Purple)",4.4,1984,"['【Surprisingly Sound Quality】Equipped the composite horn loudspeaker with a bigger dynamic driver, it has HiFi sound quality, Deep bass, and 3D surround stereo, feel like you are listening to the concert on the scene, providing a realistic sound for you. Built-in high-definition microphones, which can maintain the Real voice by minimizing environmental noise, so that your voice is always clear and clean.', '【Long Playback Time】Built-in 3000mAh rechargeable battery, this Bluetooth karaoke wireless microphone can last 10 hours of continuous use in a full charger.', '【Complete Functions】GIFTMIC karaoke microphone can be easily connected via Bluetooth and supports a TF card. It can also be used as a speaker, player, or recorder.', '【Easy to Use】Just needs to connect your phone with Bluetooth, a Powerful Bluetooth 5.0 chip with TWS technology on the microphone, which provides faster pairing, stable connection, and signal transmission. The mic can connect with all Bluetooth devices. You can enjoy listening and singing anytime and anywhere.', '【Amazing Gifts】Beautiful appearance, comfortable feel, suitable for kids and adults. Perfect for KTV singing, gathering singing, family singing, travel singing, car stereo, instrument recording, interviews and live, etc. GIFTMIC Bluetooth microphone is a great gift to bring surprises and joy.']",[],15.99,GIFTMIC,"['Musical Instruments', 'Microphones & Accessories', 'Microphones', 'Wireless Microphones & Systems', 'Handheld Wireless Microphones']","{""Item Weight"": ""281 Grams"", ""Product Dimensions"": ""9.65 x 3.46 x 3.15 inches"", ""Item model number"": ""OVELLIC-858L"", ""Batteries"": ""1 Lithium Polymer batteries required. (included)"", ""Best Sellers Rank"": {""Musical Instruments"": 76, ""Stage Monitors"": 1, ""Music Recording Equipment"": 32}, ""Date First Available"": ""February 24, 2022"", ""Color Name"": ""Purple"", ""Compatible Devices"": ""Television, Smartphone"", ""Material Type"": ""Horn"", ""Battery type"": ""Lithium Polymer"", ""Hardware Platform"": ""Karaoke Machine"", ""Power Source"": ""Battery Powered"", ""Recommended Uses For Product"": ""Singing, Karaoke, Recording"", ""Brand"": ""GIFTMIC"", ""Model Name"": ""OVELLIC-858L"", ""Connectivity Technology"": ""Wireless Microphone"", ""Special Feature"": ""Rechargeable,Portable,Wireless"", ""Color"": ""Purple"", ""Included Components"": ""Blu-ray"", ""Polar Pattern"": ""Unidirectional""}",B0BW88XJFK
Musical Instruments,"Other, Tuner (CA50)",4.6,1984,"['An even more readable display, with a larger note name indication', 'A wide detection range supports tuning for any instrument', 'Calibration function is provided', 'Marks provided to indicate pure major And minor third intervals']","['A portable, pocket-sized tuning solution. The CA-50: the standard tuner for orchestral instruments, now with even better visibility. The CA-50 features high-precision tuning functionality and a slim and compact design. The new CA-50’s display is now, even easier to read. Long considered the standard in chromatic tuners, the CA-50 offers simple and intuitive operation and a satisfying tuning experience for every instrumentalist.']",23.9,Korg,"['Musical Instruments', 'Instrument Accessories', 'General Accessories', 'Tuning']","{""Item Weight"": ""4 ounces"", ""Product Dimensions"": ""2.75 x 0.75 x 4 inches"", ""Item model number"": ""CA50"", ""Batteries"": ""2 AAA batteries required. (included)"", ""Best Sellers Rank"": {""Musical Instruments"": 2677, ""Music Tuning Accessories"": 49}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""February 1, 2018"", ""Color Name"": ""Original Version"", ""Connector Type"": ""/"", ""Scale Length"": ""inches"", ""Size"": ""0"", ""Battery type"": ""Alkaline"", ""Standing screen display size"": ""2""}",B096BHMVN1
Tools & Home Improvement,DEWALT DW SQRE QUICK,4.8,1983,"['Product Type :Tools', 'Package Dimensions :3.0 Cm L X19.3 Cm W X19.9 Cm H', 'Country Of Origin :United States', 'Package Weight :0.24 Kg']",['DEWALT DWHT46031 DW SQRE QUICK'],12.99,DEWALT,"['Musical Instruments', 'Instrument Accessories']","{""Manufacturer"": ""Dewalt"", ""Part Number"": ""DWHT46031"", ""Item Weight"": ""8 ounces"", ""Product Dimensions"": ""10 x 6 x 1 inches"", ""Country of Origin"": ""USA"", ""Item model number"": ""DEWALT - DWHT46031"", ""Is Discontinued By Manufacturer"": ""No"", ""Size"": ""Pack of 1"", ""Color"": ""Black"", ""Style"": ""Rafter Square"", ""Material"": ""Aluminum"", ""Item Package Quantity"": ""1"", ""Measurement System"": ""Inch"", ""Included Components"": ""DEWALT - DWHT46031"", ""Batteries Included?"": ""No"", ""Batteries Required?"": ""No"", ""Warranty Description"": ""Limited lifetime warranty"", ""Best Sellers Rank"": {""Musical Instruments"": 671, ""Musical Instrument Accessories"": 335}, ""Date First Available"": ""June 19, 2017"", ""Brand"": ""DEWALT"", ""Graduation Range"": ""1/8 Inches""}",B00EPJ1B46
Musical Instruments,"Best Choice Products 88-Key Full Size Digital Piano Electronic Keyboard Set for All Experience Levels w/Semi-Weighted Keys, Stand, Sustain Pedal, Built-In Speakers, Power Supply, 6 Voice Settings",4.3,1981,"['88 SEMI-WEIGHTED KEYS: Full size digital piano with 88 weight-sensitive keys is the perfect answer for the aspiring musical master with limited floor space', 'SUSTAIN PEDAL: Detachable pedal simulates a damper-free sound adjustment, creating notes and tones that can fade gradually or stop suddenly', 'ACCESSORIES: A compact folding stand fits anywhere and provides a stable foundation for practice or performing and a music stand lets you maintain good posture as you read your score', 'MULTIPLE SOUND SETTINGS: Mimic the sounds of six different instruments/piano styles to broaden your skills and experiment with sound; have an organ, harpsichord, and much more with the press of a button!', 'BUILT-IN SPEAKERS: Enjoy a rich spectrum of sound with high-quality digital speakers and media-connectivity that pairs perfectly with your favorite devices']",[],199.99,Best Choice Products,"['Musical Instruments', 'Keyboards & MIDI', 'Electronic Keyboards', 'Digital Pianos', 'Home Digital Pianos']","{""Item Weight"": ""20.7 pounds"", ""Product Dimensions"": ""50.75 x 11.25 x 4.5 inches"", ""Item model number"": ""SKY5484"", ""Best Sellers Rank"": {""Musical Instruments"": 4212, ""Home Digital Pianos"": 17}, ""Date First Available"": ""October 11, 2019"", ""Color Name"": ""Black"", ""Number of Keyboard Keys"": ""88"", ""Size"": ""Full"", ""Proficiency Level"": ""All"", ""Power Source"": ""Corded Electric"", ""Brand"": ""Best Choice Products"", ""Color"": ""Black"", ""Number of Keys"": ""88"", ""Skill Level"": ""All"", ""Special Feature"": ""Weighted Keys, Built in Speakers, Multiple Voice Settings""}",B07Z1QQJTT
Musical Instruments,"JBER 48 Pack Acoustic Foam Panels, 1"" X 12"" X 12"" Upgraded Self-Adhesive Studio Soundproofing Wedges Fire Resistant Sound Proof Padding Acoustic Treatment Foam - Black & Blue",4.2,1981,"['Great for spot treating sound on walls in your studio or office - For use in recording studios, control rooms, Offices home studios, home entertainment theaters, Home Offices.', '48 Pack Covers 48 Square Feet - Each tile is 1 square foot of 1 inch thick acoustic wedge. COMES ONE THIRD COMPRESSED.', 'Reduce Unwanted Noise And Echo - The panels help reduce reverb, flutter echoes, undesirable acoustic reflections, unwanted noises and are best for small to medium size rooms, theater rooms, recording studios, churches, or offices.', 'Make Higher Quality Audio and Video Recording - Improving your audio quality instantly by reducing background noise and echo while recording your voice overs, music, interviews, podcasts, or YouTube and Tiktok videos.', 'Use to spot treat a professional or home recording studio, commercial or home office, rehearsal space, or home theatre. Easy to shape and cut to size, altering won’t affect performance.']",[],49.99,JBER,"['Musical Instruments', 'Studio Recording Equipment', 'Studio Environment', 'Acoustical Treatments']","{""Item Weight"": ""4.04 pounds"", ""Package Dimensions"": ""12 x 11.5 x 6.3 inches"", ""Best Sellers Rank"": {""Musical Instruments"": 2708, ""Recording Studio Acoustical Treatments"": 85}, ""Date First Available"": ""July 9, 2019"", ""Color Name"": ""Black&Blue"", ""Material Type"": ""Fiberglass"", ""Size"": ""48 Pack"", ""Material"": ""Fiberglass"", ""Brand"": ""JBER"", ""Product Dimensions"": ""12\""L x 12\""W""}",B0BN1NXDD7
